Member_number,Date,itemDescription,Invoice_id
3579,06-10-2014,yogurt,3579_06-10-2014
1208,25-10-2014,yogurt,1208_25-10-2014
2835,18-07-2014,chocolate,2835_18-07-2014
1265,01-02-2014,soda,1265_01-02-2014
2389,09-11-2014,domestic eggs,2389_09-11-2014
4387,14-02-2014,cream cheese ,4387_14-02-2014
1148,31-01-2014,long life bakery product,1148_31-01-2014
4508,14-06-2014,waffles,4508_14-06-2014
1958,16-06-2014,artif. sweetener,1958_16-06-2014
4359,03-07-2014,fruit/vegetable juice,4359_03-07-2014
1847,13-05-2014,butter,1847_13-05-2014
2584,30-11-2014,hard cheese,2584_30-11-2014
3457,09-11-2014,coffee,3457_09-11-2014
1796,18-09-2014,rolls/buns,1796_18-09-2014
3973,03-02-2014,domestic eggs,3973_03-02-2014
4163,06-06-2014,bottled beer,4163_06-06-2014
1979,07-08-2014,detergent,1979_07-08-2014
4283,11-06-2014,bottled beer,4283_11-06-2014
3227,24-12-2014,soda,3227_24-12-2014
2152,23-11-2014,soda,2152_23-11-2014
4869,21-09-2014,margarine,4869_21-09-2014
4076,02-08-2014,other vegetables,4076_02-08-2014
2912,20-09-2014,salty snack,2912_20-09-2014
2701,12-03-2014,soda,2701_12-03-2014
3393,25-06-2014,bottled water,3393_25-06-2014
3144,05-06-2014,shopping bags,3144_05-06-2014
1618,08-04-2014,napkins,1618_08-04-2014
1129,10-09-2014,flower (seeds),1129_10-09-2014
2786,21-02-2014,soda,2786_21-02-2014
3889,22-11-2014,spices,3889_22-11-2014
3759,21-07-2014,whole milk,3759_21-07-2014
2349,11-08-2014,shopping bags,2349_11-08-2014
3086,11-07-2014,chocolate,3086_11-07-2014
2337,04-03-2014,rum,2337_04-03-2014
3193,25-10-2014,rolls/buns,3193_25-10-2014
2834,07-02-2014,yogurt,2834_07-02-2014
1040,03-09-2014,rolls/buns,1040_03-09-2014
1658,26-06-2014,margarine,1658_26-06-2014
2528,01-09-2014,butter,2528_01-09-2014
2976,20-09-2014,shopping bags,2976_20-09-2014
4125,20-03-2014,candy,4125_20-03-2014
1817,28-01-2014,dishes,1817_28-01-2014
2623,13-05-2014,chocolate,2623_13-05-2014
4715,24-11-2014,newspapers,4715_24-11-2014
4680,06-04-2014,soda,4680_06-04-2014
2619,05-09-2014,other vegetables,2619_05-09-2014
4779,24-02-2014,dessert,4779_24-02-2014
2765,01-09-2014,whipped/sour cream,2765_01-09-2014
2653,06-06-2014,newspapers,2653_06-06-2014
2994,30-04-2014,rolls/buns,2994_30-04-2014
2056,21-05-2014,potato products,2056_21-05-2014
2769,24-08-2014,roll products ,2769_24-08-2014
2858,24-08-2014,detergent,2858_24-08-2014
4096,13-06-2014,fruit/vegetable juice,4096_13-06-2014
2961,13-12-2014,domestic eggs,2961_13-12-2014
4923,13-08-2014,salt,4923_13-08-2014
1966,15-02-2014,specialty cheese,1966_15-02-2014
4756,10-12-2014,red/blush wine,4756_10-12-2014
4485,13-11-2014,margarine,4485_13-11-2014
2885,25-07-2014,photo/film,2885_25-07-2014
4932,29-03-2014,specialty chocolate,4932_29-03-2014
4137,17-08-2014,shopping bags,4137_17-08-2014
4367,07-01-2014,curd,4367_07-01-2014
2055,31-05-2014,soda,2055_31-05-2014
3881,20-04-2014,rice,3881_20-04-2014
1645,05-10-2014,waffles,1645_05-10-2014
4699,16-03-2014,seasonal products,4699_16-03-2014
2973,13-12-2014,frozen vegetables,2973_13-12-2014
4299,19-01-2014,dental care,4299_19-01-2014
1322,11-12-2014,female sanitary products,1322_11-12-2014
3380,23-02-2014,frozen fish,3380_23-02-2014
3375,19-10-2014,specialty vegetables,3375_19-10-2014
3011,02-04-2014,frozen meals,3011_02-04-2014
4867,05-05-2014,frozen fish,4867_05-05-2014
3549,24-03-2014,whole milk,3549_24-03-2014
2395,17-11-2014,napkins,2395_17-11-2014
2789,06-06-2014,butter,2789_06-06-2014
4773,12-08-2014,dental care,4773_12-08-2014
4356,09-01-2014,butter milk,4356_09-01-2014
1703,02-08-2014,frozen vegetables,1703_02-08-2014
2362,17-08-2014,specialty chocolate,2362_17-08-2014
2072,29-07-2014,margarine,2072_29-07-2014
4695,26-09-2014,frozen fish,4695_26-09-2014
1787,06-07-2014,long life bakery product,1787_06-07-2014
1938,13-03-2014,whole milk,1938_13-03-2014
1296,24-02-2014,long life bakery product,1296_24-02-2014
1796,22-03-2014,spices,1796_22-03-2014
2925,19-07-2014,domestic eggs,2925_19-07-2014
3376,07-01-2014,cream cheese ,3376_07-01-2014
1297,13-12-2014,napkins,1297_13-12-2014
1050,12-10-2014,dishes,1050_12-10-2014
2854,13-02-2014,bottled beer,2854_13-02-2014
1563,11-03-2014,sliced cheese,1563_11-03-2014
4775,29-03-2014,softener,4775_29-03-2014
1390,31-07-2014,cream cheese ,1390_31-07-2014
3116,27-05-2014,frozen vegetables,3116_27-05-2014
1619,21-09-2014,whipped/sour cream,1619_21-09-2014
2645,23-12-2014,pastry,2645_23-12-2014
3600,03-06-2014,shopping bags,3600_03-06-2014
4835,28-03-2014,candles,4835_28-03-2014
1107,15-05-2014,newspapers,1107_15-05-2014
3527,04-09-2014,processed cheese,3527_04-09-2014
4475,19-07-2014,brandy,4475_19-07-2014
3816,28-03-2014,semi-finished bread,3816_28-03-2014
4865,17-11-2014,other vegetables,4865_17-11-2014
2873,23-10-2014,soda,2873_23-10-2014
2237,16-01-2014,soups,2237_16-01-2014
4970,22-08-2014,whipped/sour cream,4970_22-08-2014
2122,05-07-2014,pastry,2122_05-07-2014
1647,22-02-2014,salty snack,1647_22-02-2014
2393,26-09-2014,sugar,2393_26-09-2014
1831,29-07-2014,hard cheese,1831_29-07-2014
4837,04-12-2014,bottled water,4837_04-12-2014
1840,28-12-2014,instant coffee,1840_28-12-2014
2343,02-11-2014,soda,2343_02-11-2014
2381,29-12-2014,shopping bags,2381_29-12-2014
1574,25-04-2014,margarine,1574_25-04-2014
1339,25-05-2014,vinegar,1339_25-05-2014
3902,27-10-2014,liquor (appetizer),3902_27-10-2014
2650,09-08-2014,seasonal products,2650_09-08-2014
2659,28-07-2014,tea,2659_28-07-2014
3081,26-02-2014,shopping bags,3081_26-02-2014
4717,03-03-2014,coffee,4717_03-03-2014
4524,17-04-2014,curd,4524_17-04-2014
2600,28-09-2014,bottled beer,2600_28-09-2014
1948,31-05-2014,UHT-milk,1948_31-05-2014
2238,05-01-2014,pastry,2238_05-01-2014
4271,19-12-2014,pasta,4271_19-12-2014
2715,11-10-2014,cake bar,2715_11-10-2014
4146,15-04-2014,mayonnaise,4146_15-04-2014
3447,28-01-2014,frozen vegetables,3447_28-01-2014
4799,30-04-2014,butter milk,4799_30-04-2014
4753,31-08-2014,specialty chocolate,4753_31-08-2014
4199,24-08-2014,baking powder,4199_24-08-2014
1566,03-06-2014,newspapers,1566_03-06-2014
1782,30-08-2014,newspapers,1782_30-08-2014
3312,27-05-2014,margarine,3312_27-05-2014
3839,13-08-2014,canned fish,3839_13-08-2014
1596,27-07-2014,pot plants,1596_27-07-2014
1693,30-05-2014,waffles,1693_30-05-2014
4773,15-10-2014,abrasive cleaner,4773_15-10-2014
1302,02-12-2014,yogurt,1302_02-12-2014
1621,21-06-2014,butter milk,1621_21-06-2014
2864,12-01-2014,whole milk,2864_12-01-2014
4880,16-03-2014,specialty chocolate,4880_16-03-2014
1237,22-06-2014,cream cheese ,1237_22-06-2014
4218,15-09-2014,domestic eggs,4218_15-09-2014
2017,23-12-2014,bottled water,2017_23-12-2014
2687,09-08-2014,shopping bags,2687_09-08-2014
3549,09-11-2014,yogurt,3549_09-11-2014
3684,05-01-2014,newspapers,3684_05-01-2014
4615,30-03-2014,frozen potato products,4615_30-03-2014
3122,09-01-2014,newspapers,3122_09-01-2014
3116,12-06-2014,baking powder,3116_12-06-2014
2235,10-10-2014,ketchup,2235_10-10-2014
1465,08-12-2014,shopping bags,1465_08-12-2014
4448,19-10-2014,butter,4448_19-10-2014
2098,20-10-2014,flour,2098_20-10-2014
4377,06-05-2014,dish cleaner,4377_06-05-2014
2403,14-04-2014,hard cheese,2403_14-04-2014
4055,25-03-2014,soda,4055_25-03-2014
2222,13-02-2014,curd cheese,2222_13-02-2014
3396,05-11-2014,flour,3396_05-11-2014
3205,05-09-2014,red/blush wine,3205_05-09-2014
3123,16-04-2014,rolls/buns,3123_16-04-2014
2441,08-06-2014,butter,2441_08-06-2014
2693,14-02-2014,liqueur,2693_14-02-2014
4441,12-12-2014,waffles,4441_12-12-2014
2428,06-12-2014,fruit/vegetable juice,2428_06-12-2014
3191,11-05-2014,frozen vegetables,3191_11-05-2014
4628,01-05-2014,napkins,4628_01-05-2014
1493,06-03-2014,oil,1493_06-03-2014
4376,24-09-2014,salty snack,4376_24-09-2014
3254,11-12-2014,shopping bags,3254_11-12-2014
2493,27-05-2014,soda,2493_27-05-2014
4794,11-11-2014,bottled beer,4794_11-11-2014
3782,20-02-2014,domestic eggs,3782_20-02-2014
1094,24-07-2014,waffles,1094_24-07-2014
4769,31-03-2014,processed cheese,4769_31-03-2014
4329,20-01-2014,candles,4329_20-01-2014
3110,29-05-2014,cereals,3110_29-05-2014
1758,24-12-2014,pickled vegetables,1758_24-12-2014
4330,24-09-2014,whipped/sour cream,4330_24-09-2014
4569,24-12-2014,bottled beer,4569_24-12-2014
3141,07-06-2014,soda,3141_07-06-2014
2617,19-06-2014,frozen meals,2617_19-06-2014
1537,08-12-2014,soda,1537_08-12-2014
1321,11-07-2014,soda,1321_11-07-2014
1179,11-09-2014,napkins,1179_11-09-2014
4766,25-09-2014,oil,4766_25-09-2014
1468,05-02-2014,seasonal products,1468_05-02-2014
2519,07-04-2014,decalcifier,2519_07-04-2014
3308,09-04-2014,pastry,3308_09-04-2014
1236,27-06-2014,dishes,1236_27-06-2014
4485,28-07-2014,red/blush wine,4485_28-07-2014
2805,16-08-2014,cat food,2805_16-08-2014
4658,26-07-2014,frozen vegetables,4658_26-07-2014
1350,03-09-2014,whole milk,1350_03-09-2014
2149,21-03-2014,long life bakery product,2149_21-03-2014
2452,08-03-2014,sliced cheese,2452_08-03-2014
3030,14-12-2014,red/blush wine,3030_14-12-2014
1827,17-11-2014,bottled water,1827_17-11-2014
4925,23-01-2014,sparkling wine,4925_23-01-2014
2853,17-11-2014,candy,2853_17-11-2014
4182,15-11-2014,white bread,4182_15-11-2014
3496,26-03-2014,Instant food products,3496_26-03-2014
1740,30-10-2014,napkins,1740_30-10-2014
4962,18-08-2014,cat food,4962_18-08-2014
1760,28-07-2014,dish cleaner,1760_28-07-2014
3966,07-04-2014,shopping bags,3966_07-04-2014
3317,16-06-2014,shopping bags,3317_16-06-2014
1825,07-01-2014,whole milk,1825_07-01-2014
2204,09-10-2014,popcorn,2204_09-10-2014
1209,11-11-2014,specialty cheese,1209_11-11-2014
1574,28-02-2014,roll products ,1574_28-02-2014
3203,22-07-2014,flower (seeds),3203_22-07-2014
2914,11-10-2014,domestic eggs,2914_11-10-2014
1278,06-09-2014,photo/film,1278_06-09-2014
2813,17-02-2014,chocolate,2813_17-02-2014
1653,27-12-2014,long life bakery product,1653_27-12-2014
2301,23-04-2014,waffles,2301_23-04-2014
4074,11-03-2014,dog food,4074_11-03-2014
1809,27-10-2014,soda,1809_27-10-2014
3972,04-05-2014,rolls/buns,3972_04-05-2014
3938,23-04-2014,canned vegetables,3938_23-04-2014
4155,19-07-2014,bottled water,4155_19-07-2014
4959,30-12-2014,specialty chocolate,4959_30-12-2014
2518,27-11-2014,domestic eggs,2518_27-11-2014
1529,29-05-2014,bottled water,1529_29-05-2014
3817,02-11-2014,waffles,3817_02-11-2014
1034,28-04-2014,frozen meals,1034_28-04-2014
4297,24-12-2014,curd,4297_24-12-2014
4684,21-11-2014,shopping bags,4684_21-11-2014
2999,12-08-2014,white bread,2999_12-08-2014
1097,12-10-2014,shopping bags,1097_12-10-2014
4650,14-12-2014,shopping bags,4650_14-12-2014
4958,27-04-2014,waffles,4958_27-04-2014
2515,01-09-2014,yogurt,2515_01-09-2014
4911,28-06-2014,whole milk,4911_28-06-2014
1722,12-07-2014,soda,1722_12-07-2014
1350,19-02-2014,frozen vegetables,1350_19-02-2014
2152,03-02-2014,waffles,2152_03-02-2014
2428,01-11-2014,semi-finished bread,2428_01-11-2014
4231,04-02-2014,long life bakery product,4231_04-02-2014
1413,03-12-2014,pastry,1413_03-12-2014
2932,22-06-2014,cat food,2932_22-06-2014
3935,12-04-2014,specialty bar,3935_12-04-2014
3294,26-02-2014,pickled vegetables,3294_26-02-2014
2306,13-12-2014,newspapers,2306_13-12-2014
4252,28-04-2014,dog food,4252_28-04-2014
1325,29-03-2014,chocolate,1325_29-03-2014
3657,10-07-2014,soft cheese,3657_10-07-2014
3592,17-04-2014,hygiene articles,3592_17-04-2014
2797,08-08-2014,soda,2797_08-08-2014
2663,20-01-2014,kitchen towels,2663_20-01-2014
1998,15-02-2014,pastry,1998_15-02-2014
4412,30-07-2014,rolls/buns,4412_30-07-2014
2205,28-10-2014,soda,2205_28-10-2014
4301,24-12-2014,other vegetables,4301_24-12-2014
3021,29-10-2014,fruit/vegetable juice,3021_29-10-2014
4131,08-10-2014,other vegetables,4131_08-10-2014
2400,26-08-2014,domestic eggs,2400_26-08-2014
2394,18-06-2014,decalcifier,2394_18-06-2014
2019,06-12-2014,fruit/vegetable juice,2019_06-12-2014
3969,05-09-2014,dog food,3969_05-09-2014
1797,26-07-2014,bottled beer,1797_26-07-2014
2336,31-05-2014,salty snack,2336_31-05-2014
2041,08-04-2014,soda,2041_08-04-2014
4624,06-06-2014,napkins,4624_06-06-2014
3221,16-01-2014,house keeping products,3221_16-01-2014
3327,13-10-2014,bottled water,3327_13-10-2014
3642,15-04-2014,napkins,3642_15-04-2014
4525,21-07-2014,cat food,4525_21-07-2014
3820,10-05-2014,misc. beverages,3820_10-05-2014
4235,18-10-2014,chocolate,4235_18-10-2014
2437,09-10-2014,meat spreads,2437_09-10-2014
3068,25-05-2014,pasta,3068_25-05-2014
2990,24-04-2014,sugar,2990_24-04-2014
2942,17-08-2014,waffles,2942_17-08-2014
2980,17-01-2014,cleaner,2980_17-01-2014
1169,29-05-2014,whipped/sour cream,1169_29-05-2014
3663,16-06-2014,hygiene articles,3663_16-06-2014
2439,06-06-2014,shopping bags,2439_06-06-2014
1289,10-08-2014,prosecco,1289_10-08-2014
1489,06-01-2014,brown bread,1489_06-01-2014
1523,09-11-2014,brown bread,1523_09-11-2014
1432,18-09-2014,pickled vegetables,1432_18-09-2014
4569,28-07-2014,cereals,4569_28-07-2014
2737,27-08-2014,domestic eggs,2737_27-08-2014
2823,17-10-2014,waffles,2823_17-10-2014
1507,14-09-2014,honey,1507_14-09-2014
1103,25-05-2014,candles,1103_25-05-2014
4975,06-01-2014,bottled water,4975_06-01-2014
4311,06-12-2014,frozen vegetables,4311_06-12-2014
3915,05-12-2014,domestic eggs,3915_05-12-2014
2602,04-02-2014,pot plants,2602_04-02-2014
4684,07-02-2014,whipped/sour cream,4684_07-02-2014
3382,01-09-2014,rolls/buns,3382_01-09-2014
1706,13-11-2014,soda,1706_13-11-2014
3524,30-11-2014,frozen vegetables,3524_30-11-2014
1085,24-04-2014,soda,1085_24-04-2014
3284,04-01-2014,other vegetables,3284_04-01-2014
2162,19-06-2015,soft cheese,2162_19-06-2015
3719,17-12-2015,butter milk,3719_17-12-2015
3153,28-04-2015,baking powder,3153_28-04-2015
4462,02-04-2015,frozen dessert,4462_02-04-2015
2420,27-09-2015,bottled water,2420_27-09-2015
3971,17-06-2015,specialty cheese,3971_17-06-2015
1611,26-02-2015,flower (seeds),1611_26-02-2015
1225,26-02-2015,detergent,1225_26-02-2015
1554,21-05-2015,butter,1554_21-05-2015
4624,27-11-2015,pastry,4624_27-11-2015
3337,10-06-2015,coffee,3337_10-06-2015
2265,25-09-2015,dish cleaner,2265_25-09-2015
4999,24-01-2015,kitchen towels,4999_24-01-2015
4102,03-11-2015,meat spreads,4102_03-11-2015
3853,04-07-2015,liquor (appetizer),3853_04-07-2015
2265,13-06-2015,specialty fat,2265_13-06-2015
2452,11-08-2015,processed cheese,2452_11-08-2015
2829,19-12-2015,chewing gum,2829_19-12-2015
3926,20-08-2015,mustard,3926_20-08-2015
3960,21-10-2015,snack products,3960_21-10-2015
3980,16-09-2015,cake bar,3980_16-09-2015
1116,29-01-2015,newspapers,1116_29-01-2015
2663,21-10-2015,rum,2663_21-10-2015
2164,24-11-2015,curd,2164_24-11-2015
3950,12-05-2015,flour,3950_12-05-2015
1252,13-04-2015,soda,1252_13-04-2015
4804,27-12-2015,coffee,4804_27-12-2015
4041,07-09-2015,whole milk,4041_07-09-2015
1894,04-08-2015,semi-finished bread,1894_04-08-2015
4977,20-08-2015,pastry,4977_20-08-2015
2171,03-09-2015,margarine,2171_03-09-2015
3417,15-12-2015,bottled water,3417_15-12-2015
1175,10-06-2015,soda,1175_10-06-2015
4946,17-02-2015,hygiene articles,4946_17-02-2015
4662,27-06-2015,soft cheese,4662_27-06-2015
2869,10-12-2015,cream cheese ,2869_10-12-2015
4053,22-03-2015,softener,4053_22-03-2015
4574,30-11-2015,bottled beer,4574_30-11-2015
1110,15-11-2015,curd,1110_15-11-2015
4700,04-03-2015,soda,4700_04-03-2015
2565,29-04-2015,waffles,2565_29-04-2015
2468,13-03-2015,semi-finished bread,2468_13-03-2015
4836,13-11-2015,bottled beer,4836_13-11-2015
3504,22-09-2015,abrasive cleaner,3504_22-09-2015
1333,03-04-2015,frozen vegetables,1333_03-04-2015
4039,27-12-2015,pastry,4039_27-12-2015
2077,15-05-2015,soft cheese,2077_15-05-2015
3519,13-12-2015,soda,3519_13-12-2015
2989,30-01-2015,cat food,2989_30-01-2015
3737,05-05-2015,flower (seeds),3737_05-05-2015
3558,19-09-2015,salty snack,3558_19-09-2015
3036,13-07-2015,whipped/sour cream,3036_13-07-2015
3180,03-07-2015,pastry,3180_03-07-2015
2978,09-05-2015,frozen dessert,2978_09-05-2015
3985,23-10-2015,newspapers,3985_23-10-2015
4903,08-12-2015,whipped/sour cream,4903_08-12-2015
2835,09-10-2015,pasta,2835_09-10-2015
3783,22-06-2015,frozen dessert,3783_22-06-2015
1486,14-12-2015,spices,1486_14-12-2015
4589,08-10-2015,semi-finished bread,4589_08-10-2015
1132,19-02-2015,shopping bags,1132_19-02-2015
4827,27-11-2015,frozen vegetables,4827_27-11-2015
3361,28-06-2015,rolls/buns,3361_28-06-2015
4681,11-09-2015,brown bread,4681_11-09-2015
4197,26-10-2015,newspapers,4197_26-10-2015
3701,22-01-2015,pot plants,3701_22-01-2015
4195,01-10-2015,waffles,4195_01-10-2015
3429,01-04-2015,whipped/sour cream,3429_01-04-2015
2430,20-01-2015,butter,2430_20-01-2015
4330,08-04-2015,whipped/sour cream,4330_08-04-2015
1783,18-03-2015,soda,1783_18-03-2015
4025,04-11-2015,soda,4025_04-11-2015
3399,19-07-2015,margarine,3399_19-07-2015
4766,03-01-2015,domestic eggs,4766_03-01-2015
3562,13-08-2015,canned beer,3562_13-08-2015
2447,21-01-2015,coffee,2447_21-01-2015
1396,22-07-2015,shopping bags,1396_22-07-2015
4633,26-04-2015,soda,4633_26-04-2015
4695,05-01-2015,oil,4695_05-01-2015
1706,14-08-2015,dishes,1706_14-08-2015
3872,23-11-2015,sliced cheese,3872_23-11-2015
1444,14-10-2015,hygiene articles,1444_14-10-2015
4753,08-11-2015,chocolate,4753_08-11-2015
4580,29-11-2015,cream cheese ,4580_29-11-2015
2516,03-04-2015,bottled beer,2516_03-04-2015
2415,08-08-2015,misc. beverages,2415_08-08-2015
3925,25-03-2015,shopping bags,3925_25-03-2015
4996,24-11-2015,semi-finished bread,4996_24-11-2015
4569,27-07-2015,root vegetables,4569_27-07-2015
3509,11-04-2015,fruit/vegetable juice,3509_11-04-2015
2252,08-10-2015,cereals,2252_08-10-2015
1634,09-02-2015,bottled water,1634_09-02-2015
4112,27-04-2015,bottled water,4112_27-04-2015
4042,08-08-2015,frozen vegetables,4042_08-08-2015
4473,26-06-2015,artif. sweetener,4473_26-06-2015
3878,30-04-2015,bottled beer,3878_30-04-2015
2266,30-09-2015,candy,2266_30-09-2015
3304,30-11-2015,white bread,3304_30-11-2015
3757,04-02-2015,root vegetables,3757_04-02-2015
3440,21-12-2015,brown bread,3440_21-12-2015
4328,04-02-2015,pasta,4328_04-02-2015
3737,06-12-2015,bottled beer,3737_06-12-2015
3948,15-06-2015,berries,3948_15-06-2015
3682,05-03-2015,ready soups,3682_05-03-2015
2827,31-10-2015,shopping bags,2827_31-10-2015
2650,05-10-2015,shopping bags,2650_05-10-2015
1360,16-12-2015,pastry,1360_16-12-2015
3679,23-12-2015,domestic eggs,3679_23-12-2015
4137,07-03-2015,sugar,4137_07-03-2015
4235,19-12-2015,waffles,4235_19-12-2015
3193,31-01-2015,salty snack,3193_31-01-2015
1332,02-12-2015,butter milk,1332_02-12-2015
4821,28-11-2015,whole milk,4821_28-11-2015
1837,09-07-2015,roll products ,1837_09-07-2015
3665,23-09-2015,zwieback,3665_23-09-2015
2659,08-05-2015,nut snack,2659_08-05-2015
1322,09-01-2015,baking powder,1322_09-01-2015
1599,29-05-2015,other vegetables,1599_29-05-2015
2933,06-04-2015,bottled water,2933_06-04-2015
3963,21-02-2015,candles,3963_21-02-2015
4178,03-06-2015,soda,4178_03-06-2015
1052,27-10-2015,soft cheese,1052_27-10-2015
4693,18-08-2015,margarine,4693_18-08-2015
1329,02-02-2015,yogurt,1329_02-02-2015
3128,13-06-2015,frozen meals,3128_13-06-2015
1175,30-06-2015,chocolate,1175_30-06-2015
2211,31-03-2015,flour,2211_31-03-2015
2093,12-06-2015,candy,2093_12-06-2015
4284,14-10-2015,salt,4284_14-10-2015
4449,30-03-2015,candy,4449_30-03-2015
4269,01-04-2015,dishes,4269_01-04-2015
1962,05-04-2015,hygiene articles,1962_05-04-2015
2250,04-10-2015,hard cheese,2250_04-10-2015
1743,13-11-2015,fruit/vegetable juice,1743_13-11-2015
1583,28-07-2015,newspapers,1583_28-07-2015
4295,26-10-2015,chocolate,4295_26-10-2015
1183,29-06-2015,pastry,1183_29-06-2015
2729,21-03-2015,sweet spreads,2729_21-03-2015
3078,01-09-2015,rolls/buns,3078_01-09-2015
3879,25-06-2015,canned vegetables,3879_25-06-2015
3472,06-02-2015,chocolate,3472_06-02-2015
4519,03-11-2015,brown bread,4519_03-11-2015
3275,26-10-2015,flour,3275_26-10-2015
1763,13-09-2015,domestic eggs,1763_13-09-2015
4619,27-05-2015,whole milk,4619_27-05-2015
2955,05-06-2015,white bread,2955_05-06-2015
2700,15-11-2015,yogurt,2700_15-11-2015
2830,28-05-2015,soda,2830_28-05-2015
4940,21-08-2015,sliced cheese,4940_21-08-2015
1311,29-06-2015,canned beer,1311_29-06-2015
4116,01-05-2015,detergent,4116_01-05-2015
1476,22-03-2015,newspapers,1476_22-03-2015
2918,04-11-2015,napkins,2918_04-11-2015
4121,01-11-2015,curd,4121_01-11-2015
1824,01-11-2015,sugar,1824_01-11-2015
4293,05-07-2015,flower (seeds),4293_05-07-2015
4308,05-12-2015,other vegetables,4308_05-12-2015
2998,14-07-2015,salty snack,2998_14-07-2015
2874,05-01-2015,ice cream,2874_05-01-2015
1281,11-02-2015,newspapers,1281_11-02-2015
3471,14-01-2015,rolls/buns,3471_14-01-2015
1936,15-08-2015,meat spreads,1936_15-08-2015
4163,30-05-2015,rolls/buns,4163_30-05-2015
3369,29-12-2015,rolls/buns,3369_29-12-2015
2335,13-01-2015,ice cream,2335_13-01-2015
3957,15-02-2015,fruit/vegetable juice,3957_15-02-2015
4841,02-05-2015,dish cleaner,4841_02-05-2015
2184,07-12-2015,margarine,2184_07-12-2015
3118,29-12-2015,yogurt,3118_29-12-2015
4728,25-04-2015,margarine,4728_25-04-2015
2527,11-08-2015,rice,2527_11-08-2015
2926,08-11-2015,oil,2926_08-11-2015
1773,01-11-2015,detergent,1773_01-11-2015
1801,12-06-2015,waffles,1801_12-06-2015
1916,13-11-2015,domestic eggs,1916_13-11-2015
2523,04-04-2015,yogurt,2523_04-04-2015
2550,08-06-2015,packaged fruit/vegetables,2550_08-06-2015
1319,19-05-2015,canned beer,1319_19-05-2015
1649,16-05-2015,other vegetables,1649_16-05-2015
